disease id	disease label	genes	phenotypes	labels
MONDO:0012357	glaucoma 1, open angle, G	1	1	WDR36
MONDO:0011762	autosomal recessive nonsyndromic deafness 22	1	1	OTOA
MONDO:0014970	spermatogenic failure 17; SPGF17	1	1	PLCZ1
MONDO:0013011	atrial heart septal defect 5	1	1	ACTC1
MONDO:0013695	colorectal cancer, hereditary nonpolyposis, type 6	1	1	TGFBR2
MONDO:0014597	immunodeficiency 39	1	1	IRF7
MONDO:0014974	sudden cardiac failure, alcohol-induced; SCFAI	1	1	PPA2
MONDO:0014875	hyperaldosteronism, familial, type IV; HALD4	1	1	CACNA1H
MONDO:0011379	medullary cystic kidney disease 2	1	1	UMOD
MONDO:0024266	patent ductus arteriosus 3	1	1	PRDM6
MONDO:0015057	renin-angiotensin-aldosterone system-blocker-induced angioedema	1	1	XPNPEP2
MONDO:0013406	age related macular degeneration 6	1	1	RAX2
MONDO:0010178	vas deferens, congenital bilateral aplasia of	1	1	CFTR
MONDO:0013956	mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	1	1	STAT1
MONDO:0011786	allergic rhinitis	1	1	IL13
MONDO:0012745	dilated cardiomyopathy 1Z	1	1	TNNC1
MONDO:0012409	isolated microphthalmia 2	1	1	VSX2
MONDO:0013377	isolated microphthalmia 7	1	1	GDF3
MONDO:0010266	intellectual disability, X-linked 58	1	1	TSPAN7
MONDO:0013198	dilated cardiomyopathy 1EE	1	1	MYH6
MONDO:0014982	myopia 25, autosomal dominant; MYP25	1	1	P4HA2
MONDO:0007343	isolated congenital digital clubbing	1	1	HPGD
MONDO:0014182	autosomal recessive nonsyndromic deafness 88	1	1	ELMOD3
MONDO:0013206	corneal dystrophy, Fuchs endothelial, 6	1	1	ZEB1
MONDO:0010008	sarcosinemia	1	1	SARDH
MONDO:0010973	autosomal dominant nonsyndromic deafness 5	1	1	GSDME
MONDO:0013197	hypertrophic cardiomyopathy 14	1	1	MYH6
MONDO:0013963	autosomal recessive nonsyndromic deafness 93	1	1	CABP2
MONDO:0013859	cataract 38	1	1	AGK
MONDO:0013972	Perrault syndrome 2	1	1	HARS2
MONDO:0013741	familial temporal lobe epilepsy 5	1	1	CPA6
MONDO:0013729	pregnancy loss, recurrent, susceptibility to, 3	1	1	ANXA5
MONDO:0012431	diaphragmatic hernia 3	1	1	ZFPM2
MONDO:0013888	tremor, hereditary essential, 4	1	1	FUS
MONDO:0014366	spermatogenic failure 14	1	1	ZMYND15
MONDO:0010577	deafness, X-linked 1	1	1	PRPS1
MONDO:0012933	breast-ovarian cancer, familial, susceptibility to, 2	1	1	BRCA2
MONDO:0013450	congenital stationary night blindness 1D	1	1	SLC24A1
MONDO:0013505	spermatogenic failure 9	1	1	DPY19L2
MONDO:0010962	palmoplantar keratoderma, nonepidermolytic	1	1	KRT1
MONDO:0013826	autosomal recessive nonsyndromic deafness 86	1	1	TBC1D24
MONDO:0014710	autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency	1	1	RORC
MONDO:0014675	autosomal recessive nonsyndromic deafness 104	1	1	RIPOR2
MONDO:0014363	autosomal recessive nonsyndromic deafness 101	1	1	GRXCR2
MONDO:0014603	autosomal dominant nonsyndromic deafness 40	1	1	CRYM
MONDO:0013739	chilblain lupus 2	1	1	SAMHD1
MONDO:0008099	congenital stationary night blindness autosomal dominant 2	1	1	PDE6B
MONDO:0012670	autosomal recessive nonsyndromic deafness 63	1	1	LRTOMT
MONDO:0011350	autosomal dominant nonsyndromic deafness 17	1	1	MYH9
MONDO:0012489	cataract 23	1	1	CRYBA4
MONDO:0014613	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3	1	1	RTEL1
MONDO:0010669	syndactyly type 8	1	1	FGF16
MONDO:0011545	autosomal dominant nocturnal frontal lobe epilepsy 3	1	1	CHRNB2
MONDO:0014237	autosomal recessive nonsyndromic deafness 76	1	1	SYNE4
MONDO:0012831	inflammatory bowel disease 13	1	1	ABCB1
MONDO:0013658	intellectual disability, autosomal dominant 11	1	1	EPB41L1
MONDO:0013204	corneal dystrophy, Fuchs endothelial, 4	1	1	SLC4A11
MONDO:0008680	Wilms tumor 2	1	1	H19
MONDO:0013921	herpes simplex encephalitis, susceptibility to, 4	1	1	TICAM1
MONDO:0010967	autosomal recessive nonsyndromic deafness 7	1	1	TMC1
MONDO:0014639	familial temporal lobe epilepsy 7	1	1	RELN
MONDO:0012395	cataract 18	1	1	FYCO1
MONDO:0009273	hydatidiform mole, recurrent, 1	1	1	NLRP7
MONDO:0011660	autosomal dominant nonsyndromic deafness 22	1	1	MYO6
MONDO:0010977	Brody myopathy	1	1	ATP2A1
MONDO:0007932	age related macular degeneration 2	1	1	ABCA4
MONDO:0011031	autosomal dominant nonsyndromic deafness 10	1	1	EYA4
MONDO:0011549	hypotrichosis 1	1	1	APCDD1
MONDO:0044301	aortic aneurysm, familial thoracic 11, susceptibility to	1	1	FOXE3
MONDO:0014411	myopia 24, autosomal dominant	1	1	SLC39A5
MONDO:0014038	colorectal cancer, susceptibility to, 12	1	1	POLE
MONDO:0007514	ectopia lentis 1, isolated, autosomal dominant	1	1	FBN1
MONDO:0013655	intellectual disability, autosomal dominant 8	1	1	GRIN1
MONDO:0011163	malignant hyperthermia, susceptibility to, 5	1	1	CACNA1S
MONDO:0013341	methylmalonic acidemia due to transcobalamin receptor defect	1	1	CD320
MONDO:0013211	dilated cardiomyopathy 1FF	1	1	TNNI3
MONDO:0013013	question mark ears, isolated	1	1	EDN1
MONDO:0013790	mirror movements 2	1	1	RAD51
MONDO:0010384	hypospadias 1, X-linked	1	1	AR
MONDO:0012990	Leber congenital amaurosis 13	1	1	RDH12
MONDO:0009789	nonarteritic anterior ischemic optic neuropathy, susceptibility to	1	1	GP1BA
MONDO:0013598	myostatin-related muscle hypertrophy	1	1	MSTN
MONDO:0014531	amyotrohpic lateral sclerosis type 22	1	1	TUBA4A
MONDO:0012818	maturity-onset diabetes of the young type 9	1	1	PAX4
MONDO:0009058	cystathioninuria (disease)	1	1	CTH
MONDO:0007356	Lynch syndrome 1	1	1	MSH2
MONDO:0011479	postural orthostatic tachycardia syndrome	1	1	SLC6A2
MONDO:0013728	pregnancy loss, recurrent, susceptibility to, 2	1	1	F2
MONDO:0012803	diarrhea-vomiting due to trehalase deficiency	1	1	TREH
MONDO:0012667	dilated cardiomyopathy 1W	1	1	VCL
MONDO:0014021	familial episodic pain syndrome with predominantly upper body involvement	1	1	TRPA1
MONDO:0014878	patent ductus arteriosus 2; PDA2	1	1	TFAP2B
MONDO:0014667	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3	1	1	COA5
MONDO:0010915	autosomal dominant nonsyndromic deafness 4A	1	1	MYH14
MONDO:0007281	cataract 4 multiple types	1	1	CRYGD
MONDO:0014637	DOCK2 deficiency	1	1	DOCK2
MONDO:0014428	autosomal recessive nonsyndromic deafness 102	1	1	EPS8
MONDO:0012845	inflammatory bowel disease 19	1	1	IRGM
MONDO:0011160	autosomal recessive nonsyndromic deafness 15	1	1	GIPC3
MONDO:0007452	maturity-onset diabetes of the young type 1	1	1	HNF4A
MONDO:0014283	autosomal dominant nonsyndromic deafness 56	1	1	TNC
MONDO:0010542	dilated cardiomyopathy 3B	1	1	DMD
MONDO:0010827	retinitis pigmentosa 14	1	1	TULP1
MONDO:0011112	Wilms tumor 5	1	1	POU6F2
MONDO:0014075	cataract 39 multiple types	1	1	CRYGB
MONDO:0011568	autosomal dominant nonsyndromic deafness 25	1	1	SLC17A8
MONDO:0013545	atrial fibrillation, familial, 12	1	1	ABCC9
MONDO:0013587	glycogen storage disease due to lactate dehydrogenase H-subunit deficiency	1	1	LDHB
MONDO:0012445	autosomal recessive nonsyndromic deafness 59	1	1	PJVK
MONDO:0013196	colorectal cancer, hereditary nonpolyposis, type 8	1	1	EPCAM
MONDO:0013725	colorectal cancer, hereditary nonpolyposis, type 7	1	1	MLH3
MONDO:0010833	Hirschsprung disease, susceptibility to, 2	1	1	EDNRB
MONDO:0013497	Okt4 epitope deficiency	1	1	CD4
MONDO:0012355	autosomal recessive nonsyndromic deafness 28	1	1	TRIOBP
MONDO:0013727	pregnancy loss, recurrent, susceptibility to, 1	1	1	F5
MONDO:0013147	dilated cardiomyopathy 1CC	1	1	NEXN
MONDO:0008483	STUT1	1	1	AP4E1
MONDO:0013794	thrombocythemia 3	1	1	JAK2
MONDO:0014307	Dowling-Degos disease 4	1	1	POGLUT1
MONDO:0012083	autosomal dominant nonsyndromic deafness 28	1	1	GRHL2
MONDO:0011280	SCZD6	1	1	NRG1
MONDO:0013073	palmoplantar keratoderma, nonepidermolytic, focal 1	1	1	KRT16
MONDO:0009518	leprosy, susceptibility to, 3	1	1	TLR2
MONDO:0013030	dilated cardiomyopathy 1BB	1	1	DSG2
MONDO:0012816	atrial fibrillation, familial, 6	1	1	NPPA
MONDO:0007441	dentinogenesis imperfecta type 2	1	1	DSPP
MONDO:0013978	autosomal recessive nonsyndromic deafness 70	1	1	PNPT1
MONDO:0014095	dilated cardiomyopathy 1JJ	1	1	LAMA4
MONDO:0012775	thrombocytopenia 4	1	1	CYCS
MONDO:0013823	autosomal dominant nonsyndromic deafness 4B	1	1	CEACAM16
MONDO:0011881	keratosis palmoplantaris striata 3	1	1	KRT1
MONDO:0012442	autosomal recessive nonsyndromic deafness 66	1	1	DCDC2
MONDO:0011792	thyroid dyshormonogenesis 6	1	1	DUOX2
MONDO:0013219	hypophosphatemic rickets, autosomal recessive, 2	1	1	ENPP1
MONDO:0012060	autosomal recessive nonsyndromic deafness 35	1	1	ESRRB
MONDO:0010860	autosomal recessive nonsyndromic deafness 3	1	1	MYO15A
MONDO:0013445	complement component 9 deficiency	1	1	C9
MONDO:0011159	autosomal dominant nonsyndromic deafness 13	1	1	COL11A2
MONDO:0014998	glaucoma 3, primary congenital, E; GLC3E	1	1	TEK
MONDO:0007129	tooth agenesis, selective, 1	1	1	MSX1
MONDO:0013134	glaucoma 1, open angle, O	1	1	NTF4
MONDO:0010767	spermatogenic failure, Y-linked, 2	1	1	USP9Y
MONDO:0014614	congenital stationary night blindness 1G	1	1	GNAT1
MONDO:0024534	Dowling-Degos disease 1	1	1	KRT5
MONDO:0014971	amelogenesis imperfecta, hypomaturation type, IIa6; AI2A6	1	1	GPR68
MONDO:0013544	atrial fibrillation, familial, 11	1	1	GJA5
MONDO:0014930	intellectual disability, autosomal recessive 56; MRT56	1	1	ZC3H14
MONDO:0007891	familial generalized lentiginosis	1	1	SASH1
MONDO:0013471	autosomal recessive nonsyndromic deafness 61	1	1	SLC26A5
MONDO:0008422	autosomal dominant sideroblastic anemia	1	1	HSPA9
MONDO:0013259	Oguchi disease-2	1	1	GRK1
MONDO:0013602	paragangliomas 5	1	1	SDHA
MONDO:0013651	intellectual disability, autosomal recessive 18	1	1	MED23
MONDO:0013227	congenital plasminogen activator inhibitor type 1 deficiency	1	1	SERPINE1
MONDO:0013954	mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	1	1	IL12B
MONDO:0012460	autosomal recessive nonsyndromic deafness 67	1	1	LHFPL5
MONDO:0007533	elliptocytosis 2	1	1	SPTA1
MONDO:0012820	colorectal cancer, susceptibility to, 3	1	1	SMAD7
MONDO:0012091	autosomal recessive nonsyndromic deafness 32	1	1	CDC14A
MONDO:0014738	autosomal dominant nonsyndromic deafness 69	1	1	KITLG
MONDO:0015085	bathing suit ichthyosis	1	1	TGM1
MONDO:0007289	cataract 13 with adult I phenotype	1	1	GCNT2
MONDO:0014847	spermatogenic failure 15; SPGF15	1	1	SYCE1
MONDO:0011450	breast-ovarian cancer, familial, susceptibility to, 1	1	1	BRCA1
MONDO:0008162	otitis media, susceptibility to	1	1	A2ML1
MONDO:0012485	autosomal recessive nonsyndromic deafness 68	1	1	S1PR2
MONDO:0010226	46,XY sex reversal 2	1	1	NR0B1
MONDO:0011767	autosomal recessive nonsyndromic deafness 31	1	1	WHRN
MONDO:0014478	mirror movements 3	1	1	DNAL4
MONDO:0014565	cataract 43	1	1	UNC45B
MONDO:0012602	autosomal recessive nonsyndromic deafness 24	1	1	RDX
MONDO:0011775	nasopharyngeal carcinoma, susceptibility to, 1	1	1	TP53
MONDO:0011364	autosomal recessive nonsyndromic deafness 16	1	1	STRC
MONDO:0007609	fibromatosis, gingival, 1	1	1	SOS1
MONDO:0012767	age related macular degeneration 11	1	1	CST3
MONDO:0044317	premature ovarian failure 13	1	1	MSH5
MONDO:0009527	lipase deficiency, combined	1	1	LMF1
MONDO:0012420	autosomal recessive nonsyndromic deafness 49	1	1	MARVELD2
MONDO:0007472	basal laminar drusen	1	1	CFH
MONDO:0013503	candidiasis, familial, 6	1	1	IL17F
MONDO:0013075	herpes simplex encephalitis, susceptibility to, 2	1	1	TLR3
MONDO:0014110	cataract 15 multiple types	1	1	MIP
MONDO:0012421	autosomal recessive nonsyndromic deafness 44	1	1	ADCY1
MONDO:0013648	familial progressive hyperpigmentation	1	1	KITLG
MONDO:0012809	histiocytoma, Angiomatoid fibrous	1	1	CREB1
MONDO:0010987	autosomal recessive nonsyndromic deafness 8	1	1	TMPRSS3
MONDO:0014424	congenital deficiency in alpha-fetoprotein	1	1	AFP
MONDO:0010945	retinitis pigmentosa 17	1	1	CA4
MONDO:0008798	nonsyndromic congenital nail disorder 4	1	1	RSPO4
MONDO:0014256	retinitis pigmentosa 67	1	1	NEK2
MONDO:0014425	hereditary persistence of alpha-fetoprotein	1	1	AFP
MONDO:0012843	epilepsy, childhood absence, susceptibility to, 5	1	1	GABRB3
MONDO:0011369	hypercholesterolemia, autosomal dominant, 3	1	1	PCSK9
MONDO:0013868	POROK7	1	1	MVD
MONDO:0008002	mirror movements 1	1	1	DCC
MONDO:0014853	autosomal dominant nonsyndromic deafness 70	1	1	MCM2
MONDO:0012326	autosomal recessive nonsyndromic deafness 42	1	1	ILDR1
MONDO:0010965	autosomal recessive nonsyndromic deafness 6	1	1	TMIE
MONDO:0014681	thyroid cancer, nonmedullary, 4	1	1	FOXE1
MONDO:0007640	Sorsby's fundus dystrophy	1	1	TIMP3
MONDO:0017268	acral self-healing collodion baby	1	1	TGM1
MONDO:0013567	atrial heart septal defect 3	1	1	MYH6
MONDO:0013514	hypotrichosis 3	1	1	KRT74
MONDO:0009152	ectopia lentis 2, isolated, autosomal recessive	1	1	ADAMTSL4
MONDO:0013235	pancreatic cancer, susceptibility to, 2	1	1	BRCA2
MONDO:0014228	corneal dystrophy, Fuchs endothelial, 8	1	1	AGBL1
MONDO:0012293	autosomal recessive nonsyndromic deafness 23	1	1	PCDH15
MONDO:0011351	autosomal recessive nonsyndromic deafness 21	1	1	TECTA
MONDO:0013119	autosomal recessive nonsyndromic deafness 77	1	1	LOXHD1
MONDO:0013034	keratosis palmoplantaris striata 2	1	1	DSP
MONDO:0011553	autosomal recessive nonsyndromic deafness 26	1	1	GAB1
MONDO:0014470	autosomal dominant nonsyndromic deafness 65	1	1	TBC1D24
MONDO:0013141	autosomal dominant macrothrombocytopenia TUBB1-related	1	1	TUBB1
MONDO:0014903	seizures, benign familial infantile, 5; BFIS5	1	1	SCN8A
MONDO:0011400	dilated cardiomyopathy 1G	1	1	TTN
MONDO:0007266	hypertrophic cardiomyopathy 2	1	1	TNNT2
MONDO:0012154	myopia 6	1	1	SCO2
MONDO:0014246	episodic pain syndrome, familial, 2	1	1	SCN10A
MONDO:0008187	PAND1	1	1	COMT
MONDO:0014814	advanced sleep phase syndrome 3	1	1	PER3
MONDO:0024539	choroidal dystrophy, central areolar, 1	1	1	GUCY2D
MONDO:0014365	spermatogenic failure 13	1	1	TAF4B
MONDO:0017336	fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex i deficiency	1	0	NDUFAF1
MONDO:0018137	temperature-sensitive oculocutaneous albinism type 1	1	0	TYR
MONDO:0016243	hemoglobin E disease	1	0	HBB
MONDO:0013669	breast-ovarian cancer, familial, susceptibility to, 4	1	0	RAD51D
MONDO:0014274	L-ferritin deficiency	1	0	FTL
MONDO:0033308	Joubert syndrome 30	1	0	ARMC9
MONDO:0018136	minimal pigment oculocutaneous albinism type 1	1	0	TYR
MONDO:0030911	intellectual disability, autosomal dominant 46	1	0	KCNQ5
MONDO:0019311	woolly hair nevus	1	0	HRAS
MONDO:0044637	infantile-onset generalized dyskinesia with orofacial involvement	1	0	PDE10A
MONDO:0016563	progressive supranuclear palsy-corticobasal syndrome	1	0	MAPT
MONDO:0015560	classic mast cell leukemia	1	0	KIT
MONDO:0015785	Prader-Willi syndrome due to translocation	1	0	SNRPN
MONDO:0014234	reticulate acropigmentation of Kitamura	1	0	ADAM10
MONDO:0033486	leukodystrophy, hypomyelinating, 14	1	0	UFM1
MONDO:0033200	deafness, autosomal recessive 108	1	0	ROR1
MONDO:0017885	chromophobe renal cell carcinoma	1	0	HNF1A
MONDO:0018437	acute myeloid leukemia with NPM1 somatic mutations	1	0	NPM1
MONDO:0016601	adult-onset citrullinemia type i	1	0	ASS1
MONDO:0030915	intellectual disability, autosomal recessive 61	1	0	RUSC2
MONDO:0016979	MRCS syndrome	1	0	BEST1
MONDO:0013696	chromosome 2P16.3 deletion syndrome	1	0	NRXN1
MONDO:0014740	autosomal dominant nonsyndromic deafness 68	1	0	HOMER2
MONDO:0018829	familial schizencephaly	1	0	COL4A1
MONDO:0030910	intellectual disability, autosomal dominant 45	1	0	CIC
MONDO:0013671	hydatidiform mole, recurrent, 2	1	0	KHDC3L
MONDO:0014902	nasopharyngeal carcinoma, susceptibility to, 3; NPCA3	1	0	MST1R
MONDO:0017171	mucopolysaccharidosis type 6, rapidly progressing	1	0	ARSB
MONDO:0033009	Galloway-Mowat syndrome 5	1	0	TPRKB
MONDO:0019948	reducing body myopathy	1	0	FHL1
MONDO:0018344	periodic paralysis with transient compartment-like syndrome	1	0	CACNA1S
MONDO:0018346	ferro-cerebro-cutaneous syndrome	1	0	PIGA
MONDO:0016091	adult Krabbe disease	1	0	GALC
MONDO:0011836	thyroid Hurthle cell carcinoma	1	0	NDUFA13
MONDO:0013133	melanoma, cutaneous malignant, susceptibility to, 5	1	0	MC1R
MONDO:0015912	MYH-9 related disease	1	0	MYH9
MONDO:0044714	mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome	1	0	MSTO1
MONDO:0015635	porokeratotic eccrine ostial and dermal duct nevus	1	0	GJB2
MONDO:0012147	coronary heart disease, susceptibility to, 5	1	0	KALRN
MONDO:0019456	acute myeloid leukemia with multilineage dysplasia	1	0	TET2
MONDO:0018418	autosomal recessive spastic paraplegia type 66	1	0	ARSI
MONDO:0013855	influenza, severe, susceptibility to	1	0	IFITM3
MONDO:0033309	Joubert syndrome 32	1	0	SUFU
MONDO:0018765	cryptogenic multifocal ulcerous stenosing enteritis	1	0	PLA2G4A
MONDO:0012865	Pseudofolliculitis barbae	1	0	KRT75
MONDO:0018315	X-linked osteoporosis with fractures	1	0	PLS3
MONDO:0020558	autosomal dominant Charcot-Marie-tooth disease type 2K	1	0	GDAP1
MONDO:0016600	acute neonatal citrullinemia type i	1	0	ASS1
MONDO:0013344	migraine, with or without aura, susceptibility to, 13	1	0	KCNK18
MONDO:0017925	T-cell immunodeficiency with epidermodysplasia verruciformis	1	0	RHOH
MONDO:0003795	ovarian small cell carcinoma	1	0	SMARCA4
MONDO:0017149	drug- or toxin-induced pulmonary arterial hypertension	1	0	BMPR2
MONDO:0044642	c11orf73-related autosomal recessive hypomyelinating leukodystrophy	1	0	HIKESHI
MONDO:0017600	hairy cell leukemia variant	1	0	IGHV4-34
MONDO:0014925	epilepsy, familial focal, with variable foci 3; FFEVF3	1	0	NPRL3
MONDO:0012585	coronary heart disease, susceptibility to, 7	1	0	CD36
MONDO:0033373	epileptic encephalopathy, early infantile, 64	1	0	RHOBTB2
MONDO:0017225	null syndrome	1	0	PLP1
MONDO:0020495	peho-like syndrome	1	0	CCDC88A
MONDO:0018143	pyruvate carboxylase deficiency, benign type	1	0	PC
MONDO:0044630	rere-related neurodevelopmental syndrome	1	0	RERE
MONDO:0018371	nebulin-related early-onset distal myopathy	1	0	NEB
MONDO:0017938	X-linked cleft palate with or without ankyloglossia	1	0	TBX22
MONDO:0018780	congenital generalized hypercontractile muscle stiffness syndrome	1	0	TPM3
MONDO:0018453	familial atypical multiple mole melanoma syndrome	1	0	CDKN2A
MONDO:0017187	diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency	1	0	ABCC8
MONDO:0013575	plasma fibronectin deficiency	1	0	FN1
MONDO:0018129	autosomal recessive cerebellar ataxia with late-onset spasticity	1	0	GBA2
MONDO:0044631	early-onset familial noncirrhotic portal hypertension	1	0	DGUOK
MONDO:0033204	ciliary dyskinesia, primary, 37	1	0	DNAH1
MONDO:0018122	digital anomalies-intellectual disability-short stature syndrome	1	0	EBP
MONDO:0019663	short rib-polydactyly syndrome, Saldino-Noonan type	1	0	DYNC2H1
MONDO:0018742	familial gastric type 1 neuroendocrine tumor	1	0	ATP4A
MONDO:0013083	neuroblastoma, susceptibility to, 3	1	0	ALK
MONDO:0013893	multiple sclerosis, susceptibility to, 5	1	0	TNFRSF1A
MONDO:0015557	Smouldering systemic mastocytosis	1	0	KIT
MONDO:0018208	neurofibromatosis type 1 due to NF1 mutation or intragenic deletion	1	0	NF1
MONDO:0017722	Sandhoff disease, juvenile form	1	0	HEXB
MONDO:0018658	19p13.3 microduplication syndrome	1	0	NFIX
MONDO:0018888	congenital cornea plana	1	0	KERA
MONDO:0013203	corneal dystrophy, Fuchs endothelial, 3	1	0	TCF4
MONDO:0016424	progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome	1	0	MYO6
MONDO:0007348	colchicine resistance	1	0	ABCB1
MONDO:0013265	autism, susceptibility to, 17	1	0	SHANK2
MONDO:0018528	congenital myopathy with myasthenic-like onset	1	0	RYR1
MONDO:0016359	limited systemic sclerosis	1	0	HLA-DRB1
MONDO:0017174	Machado-Joseph disease type 1	1	0	ATXN3
MONDO:0020485	King-Denborough syndrome	1	0	RYR1
MONDO:0018832	HTRA1-related autosomal dominant cerebral small vessel disease	1	0	HTRA1
MONDO:0044663	aquagenic palmoplantar keratoderma	1	0	CFTR
MONDO:0033480	spinocerebellar ataxia 45	1	0	FAT2
MONDO:0013032	epilepsy, idiopathic generalized, susceptibility to, 8	1	0	CASR
MONDO:0016236	kaposiform hemangioendothelioma	1	0	GNA14
MONDO:0012162	patterned macular dystrophy 2	1	0	CTNNA1
MONDO:0027451	autosomal recessive cutis laxa type 2d	1	0	ATP6V1A
MONDO:0015191	myopathic intestinal pseudoobstruction	1	0	ACTG2
MONDO:0014041	autism, susceptibility to, 19	1	0	EIF4E
MONDO:0033115	spinocerebellar ataxia, autosomal recessive 25	1	0	ATG5
MONDO:0020530	mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	1	0	IFNGR1
MONDO:0013510	melanoma, cutaneous malignant, susceptibility to, 6	1	0	XRCC3
MONDO:0033282	multiple mitochondrial dysfunctions syndrome 5	1	0	ISCA1
MONDO:0013562	aspergillosis, susceptibility to	1	0	CLEC7A
MONDO:0017960	candle syndrome	1	0	PSMB8
MONDO:0016573	acute fatty liver of pregnancy	1	0	HADHA
MONDO:0014713	porokeratosis 9, multiple types; POROK9	1	0	FDPS
MONDO:0013941	metaphyseal chondromatosis with d-2-hydroxyglutaric aciduria	1	0	IDH1
MONDO:0017117	congenital non-communicating hydrocephalus	1	0	CCDC88C
MONDO:0012834	systemic lupus erythematosus, susceptibility to, 10	1	0	IRF5
MONDO:0020542	malignant Sertoli-Leydig cell tumor of ovary	1	0	DICER1
MONDO:0030908	intellectual disability, X-linked, syndromic, 35	1	0	RPL10
MONDO:0044205	Shwachman-Diamond syndrome 2	1	0	EFL1
MONDO:0017192	sporadic secreting paraganglioma	1	0	EPAS1
MONDO:0015702	T-B+ severe combined immunodeficiency due to CD45 deficiency	1	0	PTPRC
